"NOM du produit";"Gencod EAN Article";"Gencod EAN Colis";"Gencod EAN Palette";"Code Article Arcadia";PCB;"Listes des ingrédients";"Listes des allergènes";"Origines matières premières";DLC;"Code Douane";"Conseils de réchauffage";"Energie (kcal)";"Energie (kJ)";"Matières grasses (g)";"Acides gras saturés (g)";"Glucides (g)";"Sucres (g)";"Protéines (g)";"Sel (g)"
"SOUFFLE MORILLE TRFST 6X100G";3366760036572;13366760036579;23366760036576;6027;6;"Ingrédients : LAIT demi-écrémé 37%, ŒUF 31%, MASCARPONE 19% (CRÈME de LAIT pasteurisée, LAIT, correcteur d'acidité : acide citrique), farine de BLÉ, morille réhydratée 4% (eau, morille), amidon transformé, sel, épaississant : gomme xanthane, arôme naturel, muscade, poivre.";"Lait, Œuf, Blé.";"Mascarpone : UE
Morille : Asie, Amérique du Nord, Amérique du Sud";11;2106909838;"Four traditionnel : Préchauffer votre four à 180°C.
Retirer le soufflé du sachet et enfourner le pendant 30 min jusqu'à ce que le soufflé soit gonflé.
Dégustez tiède";164;680;12.0;7.8;6.9;2.6;6.9;1.00
"PINTADEAU SCE SAUTERNE TRFST 6X180G";3366760036596;13366760036593;23366760036590;6029;6;"Suprême de pintadeau 135 g : 
Ingrédients : Suprême de pintadeau 100%. 
";"Lait, blé.";"Pintadeau : UE 
Sauternes : France.";11;1602392900;"Bain-marie (mode de réchauffage recommandé) : Plonger les sachets dans une eau frémissante et réchauffer 7 min. 
Micro-ondes : Mettre le sachet en assiette, le percer et réchauffer 1min 30 à 850W.";132;554;6.5;3.4;3.2;2.1;15.0;0.49
"PINTADEAU SCE SAUTERNE TRFST 6X180G";3366760036596;13366760036593;23366760036590;6029;6;"Sauce au vin Sauternes 45 g :
Ingrédients : eau, CRÈME fraîche, vin Sauternes 8%, arôme (contient LAIT), farine de BLÉ, colorant : bêta-carotène, épaississant : gomme xanthane.
";"Lait, blé.";"Pintadeau : UE 
Sauternes : France.";11;1602392900;"Bain-marie (mode de réchauffage recommandé) : Plonger les sachets dans une eau frémissante et réchauffer 7 min. 
Micro-ondes : Mettre le sachet en assiette, le percer et réchauffer 1min 30 à 850W.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"MOUSSLN CELERI ASPERGE TRFST 6X100G";3366760036633;13366760036630;23366760036637;6043;6;"Ingrédients : CRÈME fraîche 31%, purée de CÉLERI rave 26% (CÉLERI, amidon modifié), cœur coulant aux asperges vertes 20% [CRÈME fraîche, MOZZARELLA (antiagglomérant : amidon de pomme de terre), asperge verte 20%, margarine (huiles de coprah et de colza, eau, émulsifiant : mono et diglycérides d’acides gras alimentaires, correcteur d’acidité : acide citrique), épinard, vin blanc, extrait d’épinard, sel, épaississant : gomme xanthane, arôme, poivre, curcuma], eau, amidon modifié, flocon de pomme de terre  déshydratée, ŒUF en poudre 2%, blanc d’ŒUF en poudre 2%, , brisure de truffe 1,2% [truffe 1,1% (tuber brumale), jus de truffe, eau, sel], sel, sel au CÉLERI (sel, CÉLERI rave), arôme, poivre.";"Lait, Céleri, Œuf.";"Céleri : UE
Truffe : UE";11;2005998099;"Micro-ondes : Décoller l'opercule de la coupelle et réchauffer 50 secondes à 600W. 
";191;790;15.0;12.0;7.4;0.8;5.1;0.99
"CERF SCE WHISKY TRFST 6X200G";3366760036626;13366760036623;23366760036620;6069;6;"Ingrédients : Pavé de cerf/biche traité en salaison 55% (cuissot de cerf/biche 49%, eau, fécule de manioc, sel, acidifiants : lactate de potassium et diacétate de sodium), sauce 42% [eau, CRÈME fraîche, préparation aromatique (arôme naturel ; colorants : caramel ordinaire, curcumine, extrait de paprika), Whisky modifié 4%, amidon transformé, épaississant : gomme xanthane], trompette de la mort 3%.";Lait.;"Cerf/Biche : UE.
Trompette de la mort : Europe, Turquie.";11;1602903100;"Bain-marie (mode de réchauffage recommandé) : Plonger le sachet dans une eau frémissante et réchauffer 7 min. 
Micro-ondes : Mettre le sachet en assiette, le percer et réchauffer 1min 30 à 850W.";111;466;5.0;4.2;3.8;0.8;13.0;0.93
"CHEVREUIL SCE PORTO TRFST 6X200G";3366760036619;13366760036616;23366760036613;6073;6;"Ingrédients : Sauté de chevreuil traité en salaison 75% (collier, épaule, poitrine de chevreuil 63%, eau, fécule de manioc, sel), sauce 22,5% [eau, Porto rouge modifié 4,5%, purée de cassis 4% (cassis, sucre), préparation aromatique (arôme naturel ; colorants : caramel ordinaire, curcumine, extrait de paprika), sucre, BEURRE, oignon en poudre, amidon transformé, sel, épaississant : gomme xanthane, colorant : carmin, poivre blanc], cassis 2,5%.";Lait.;"Chevreuil : Europe
Cassis : UE";11;1602903100;"Bain-marie (mode de réchauffage recommandé) : Plonger le sachet dans une eau frémissante et réchauffer 7 min. 
Micro-ondes : Mettre le sachet en assiette, le percer et réchauffer 1min 30 à 850W.";104;441;2.1;1.0;6.2;3.5;15.0;1.20
"CERF BIERE NOEL TRFST 6X200G";3366760036602;13366760036609;23366760036606;6081;6;"Ingrédients : Sauté de cerf/biche traité en salaison 75% (collier, épaule, poitrine de cerf/biche 63%, eau, fécule de manioc, sel), bière de Noël 15% (eau, malte d’ORGE, sirop  de glucose, colorant : E150d, extrait de houblon, contient SULFITES), eau, raisin sec 2,5% (raisins, huile de tournesol, contient SULFITES), arômes naturels, farine de BLÉ, sucre, épaississant : gomme xanthane, cannelle, gingembre , girofle, thym, muscade.";"Blé, Orge, Sulfites.";"Cerf : UE, Nouvelle-Zélande";11;1602903100;"Bain-marie (mode de réchauffage recommandé) : Plonger le sachet dans une eau frémissante et réchauffer 7 min. 
Micro-ondes : Mettre le sachet en assiette, le percer et réchauffer 1min 30 à 850W.";102;430;2.1;0.5;6.5;3.1;14.0;0.79
"SOUFFLE JAMB CRU CEPE TRFST 6X100G";3366760036565;13366760036562;23366760036569;6082;6;"Ingrédients : LAIT demi-écrémé 31%, CRÈME fraîche 24%, ŒUF 18%, jambon cru fumé 9% (jambon de porc, sel, dextrose, antioxydant : ascorbate de sodium, épices et extrait d’épices, ferments lactiques, conservateur : nitrite de sodium), farine de BLÉ, cèpe 4%, BEURRE, arôme naturel (contient LACTOSE), amidon transformé, épaississant : gomme xanthane, poivre.";"Lait, œuf, blé";"Jambon cru fumé (porc) : UE des 15.
Cèpe : UE, Asie.";11;1602495000;"Four traditionnel : Retirer le soufflé du sachet. Préchauffer votre four à 180°C et enfourner pendant 30 mn jusqu'à ce que le soufflé soit gonflé.
";188;783;13.0;9.8;10.0;2.6;6.4;0.78
"CASS LOTTE GIROLLE TRFST 6X120G";3366760036541;13366760036548;23366760036545;6544;6;"Ingrédients : Filet de LOTTE 37%, CRÈME fraîche 24%, eau, girolle 8%, vin Chablis 8% (contient SULFITES), arômes naturels (contient POISSON), vinaigre d’alcool, farine de BLÉ, oignon en poudre, gélatine de porc (contient SULFITES), amidon transformé, épaississant : gomme xanthane, sel, curcuma, poivre.";"Poisson, Lait, Sulfites, Blé.";"Lotte : Etat-Unis, Atlantique Nord-Ouest FAO 21
Girolle : Europe
Chablis : France";11;1604199790;"Micro-ondes : Soulever l'opercule de la coupelle sur 2 cm et réchauffer 1 minute 10 à 850W.
";122;509;7.8;7.1;4.1;0.5;8.6;0.78
"EMIETTE ST-JACQ VIN TRFST 6X40G";3366760036534;13366760036531;23366760036538;6545;6;"Ingrédients : Noix de SAINT JACQUES 46% (*Zygochlamys Patagonica : origine Argentine/USA, Argopecten purpuratus : origine Pérou /Chili, Chlamys nobilis : origine Vietnam, Philippines, Argopecten circularis : origine USA, Chlamys opercularis : origine Ecosse / Irlande / Europe / Canada, Chlamys islandica : origine Islande, Chlamys albidus : origine Russie, Placopecten magellanicus : origine Canada, USA, Pecten maximus – origine Grande Bretagne, Ecosse), CRÈME fraîche, eau, échalotes, vin rosé 6% (contient SULFITES), jus de pamplemousse à base de concentré 6% (jus de pamplemousse à base de concentré, vitamine C), amidon transformé, sucre, arôme (contient SULFITES), huile aromatisée  pamplemousse 0,7% (huile de tournesol, arômes), gélatine de porc (contient SULFITES), arôme naturel, sel, lanière de pamplemousse 0,2%, piment fort.";"Mollusque, Lait, Sulfites.";"Noix de Saint Jacques : Zygochlamys Patagonica : origine Argentine/USA, Argopecten purpuratus : origine Pérou /Chili, Chlamys nobilis : origine Vietnam, Philippines, Argopecten circularis : origine USA, Chlamys opercularis : origine Ecosse / Irlande / Europe / Canada, Chlamys islandica : origine Islande, Chlamys albidus : origine Russie, Placopecten magellanicus : origine Canada, USA, Pecten maximus – origine Grande Bretagne, Ecosse
Vin rosé : France";11;1605520090;"Se déguste frais.
Sortir du réfrigérateur quelques minutes avant le service.
";119;498;6.4;4.5;6.9;2.5;8.4;0.42
"NAGE GAMBAS SCE SABAYON TRFST 2X2KG";3366760036930;13366760036937;23366760036934;6676;2;"Ingrédients : Sauce sabayon 43% [CRÈME fraîche 21%, eau, vin coteaux du Layon 6%  (contient SULFITES), farine de BLÉ, jus de citron, sel, sucre, jaune d’ŒUF en poudre 0,6%, arôme naturel, épaississant : gomme xanthane, curcuma, poivre], CREVETTES 32% (CREVETTES, eau, sel, contient SULFITES), girolle, demi tomate cerise semi déshydratée marinée (tomate cerise, huile de tournesol, sel, ail, origan).";"Lait, Sulfites, Blé, Œuf, Crustacés.";"Crevettes : Atlantique Sud-Ouest FAO 41, Atlantique Centre-Ouest FAO 31, Pacifique Centre-Ouest FAO 71, Océan Indien Ouest FAO 51, Océan Indien Est FAO 57, Pacifique Centre Est FAO 77, Pacifique Sud-Ouest FAO 81, Pacifique Sud-Est FAO 87, Inde, Vietnam, Thaïlande, Pérou.

Vin coteaux du Layon : France.";11;1605290099;"Micro-ondes : Servir une portion dans une assiette et réchauffer 2 à 3 minutes à 850W. 
Casserole : Verser la préparation dans une casserole, couvrir et chauffer à feu doux pendant 12 minutes en remuant régulièrement. ";101;421;6.9;5.8;3.2;1.3;6.2;0.96
"KIT SAUMON FROM BLC FSTSU 6X150G";3366760037579;13366760037576;23366760037573;6677;6;"Saumon 50g :
Ingrédients : pavé de SAUMON 100%.
";"Poisson, blé, œuf, lait, sulfites.";"Saumon (Salmo Salar) : Europe, Chili, Canada, Norvège.";11;1604110030;"Se consomme frais.";223;927;16.0;2.6;9.4;4.1;10.0;0.96
"KIT SAUMON FROM BLC FSTSU 6X150G";3366760037579;13366760037576;23366760037573;6677;6;"Blinis 3x10g : 
Ingrédients : blini 100% [Farine de BLÉ, OEUFS, blanc d’ŒUFS, eau, huile de tournesol, poudre à lever (LACTOSÉRUM, poudre à lever : bicarbonate de sodium, acide citrique, amidon de maïs, protéines de LAIT), fibres de BLÉ, sucre inverti, sel].
";"Poisson, blé, œuf, lait, sulfites.";"Saumon (Salmo Salar) : Europe, Chili, Canada, Norvège.";11;1604110030;"Se consomme frais.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"KIT SAUMON FROM BLC FSTSU 6X150G";3366760037579;13366760037576;23366760037573;6677;6;"Préparation de fromage blanc au yuzu 50g : 
Ingrédients : FROMAGE blanc 79% (LAIT écrémé, CRÈME, ferments lactiques), échalote, jus de yuzu 7% (jus de cédrat), sucre, sel, zeste de citron, amidon transformé, poivre.";"Poisson, blé, œuf, lait, sulfites.";"Saumon (Salmo Salar) : Europe, Chili, Canada, Norvège.";11;1604110030;"Se consomme frais.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"KIT SAUMON FROM BLC FSTSU 6X150G";3366760037579;13366760037576;23366760037573;6677;6;;"Poisson, blé, œuf, lait, sulfites.";"Saumon (Salmo Salar) : Europe, Chili, Canada, Norvège.";11;1604110030;"Se consomme frais.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PAVE DAIM ROTI POIVRE FSTSU 6X170G";3366760037555;13366760037552;23366760037559;6681;6;"Ingrédients : Pavé de cuissot de daim rôti 100%.";Lait.;"Daim : UE.
Poivre : Asie, Amérique du Sud, Afrique.";11;1602903100;"Bain-marie (mode de réchauffage recommandé) : Plonger le(s) sachet(s) dans une eau frémissante et réchauffer 7 min. 
Micro-ondes : Percer le(s) sachet(s)  et réchauffer 1min 30 à 850W.""
";111;467;5.4;3.9;1.7;0.8;14.0;0.75
"PAVE DAIM ROTI POIVRE FSTSU 6X170G";3366760037555;13366760037552;23366760037559;6681;6;"Ingrédients : Eau, CRÈME fraîche, préparation aromatique (arômes, sel, tomate, carotte, maltodextrine, sucre, LACTOSE, épaississant : gomme xanthane, oignon, laurier, thym), Cognac modifié, poivre 0,4%, sel, arôme naturel, épaississant : gomme xanthane.";Lait.;"Daim : UE.
Poivre : Asie, Amérique du Sud, Afrique.";11;1602903100;"Bain-marie (mode de réchauffage recommandé) : Plonger le(s) sachet(s) dans une eau frémissante et réchauffer 7 min. 
Micro-ondes : Percer le(s) sachet(s)  et réchauffer 1min 30 à 850W.""
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PATATE DOUCE TRUFFE FSTSU 6X100G";3366760037562;13366760037569;23366760037566;6685;6;"Ingrédients : Patate douce 58%, CRÈME fraîche 20%, eau, purée de pomme de terre déshydratée 5% (pomme de terre, poudre de LAIT entier, émulsifiant : mono et diglycérides d'acides gras, stabilisant : diphosphate disodique, antioxydant : palmitate d'ascorbyle, oléorésine de curcuma), BEURRE, brisure de truffes 1,5% [truffe 1,4% (tuber brumale), jus de truffe, eau, sel], sel, arôme naturel, arôme, poivre.";Lait;"Patate douce : Egypte.
Truffe : UE.";11;2005998099;"Bain-marie (mode de réchauffage recommandé) : Plonger le sachet dans une eau frémissante et laisser réchauffer 6 min. 
Micro-ondes : Percer le film et réchauffer 1 min 30 à 850W.""
";162;673;10.0;8.1;14.0;4.1;2.0;0.86
"PAVE BOEUF JUS TRUFFE FSTSU 6X200G";3366760037548;13366760037545;23366760037542;6718;6;"Ingrédients : Pavé de bœuf traité en salaison 100% [viande de bœuf 90%, eau, fécule de manioc, sel, sel nitrité (sel, conservateur : nitrite de sodium), antioxydant : ascorbate de sodium].";;"Boeuf : UE des 15.
Truffe : UE.";11;1602509500;"Bain-marie (mode de réchauffage recommandé) : Plonger le(s) sachet(s) dans une eau frémissante et réchauffer 7 min. 
Micro-ondes : Percer le(s) sachet(s)  et réchauffer 1min 30 à 850W.";98;415;2.8;0.6;3.3;0.8;15.0;0.83
"PAVE BOEUF JUS TRUFFE FSTSU 6X200G";3366760037548;13366760037545;23366760037542;6718;6;"Ingrédients : Eau, préparation aromatique (arôme naturel, colorants : caramel ordinaire, curcumine, extrait de paprika), amidon transformé, Madère modifié, brisure de truffes 1,2% [truffe 1,1% (tuber brumale), jus de truffe, eau, sel], sucre, colorant : caramel ordinaire, sel, épaississant : gomme xanthane, arôme.";;"Boeuf : UE des 15.
Truffe : UE.";11;1602509500;"Bain-marie (mode de réchauffage recommandé) : Plonger le(s) sachet(s) dans une eau frémissante et réchauffer 7 min. 
Micro-ondes : Percer le(s) sachet(s)  et réchauffer 1min 30 à 850W.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"MARRONS POMMES RAISINS TRFST 2X600G";3366760021868;13366760021865;23366760021862;8404;2;"2015 - Pas de Stock.";Sulfites.;"Marrons : UE.
Pommes : UE.
Raisin : Afrique du Sud, Asie.";17;2008191980;"Micro-ondes : Décoller l'opercule de la barquette sur 2 centimètres. Réchauffer 5 min à 850W. 
Casserole : Verser la préparation dans une casserole, couvrir et chauffer à feu doux pendant 5 à 10 min en remuant régulièrement.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"MARRONS POMMES RAISINS TRFST 2X600G";3366760021868;13366760021865;23366760021862;8404;2;"Ingrédients : Marron entier 45%, pomme 19%, raisin sec réhydraté 10% (eau, raisin, huile de tournesol, contient SULFITES), oignon, eau, préparation aromatique (arôme naturel, colorants : caramel ordinaire, curcumine et extrait de paprika), caramel (sucre, eau, sirop de glucose-fructose), huile de tournesol, amidon transformé, persil, sel, épaississant : gomme xanthane.";Sulfites.;"Marrons : UE.
Pommes : UE.
Raisin : Afrique du Sud, Asie.";17;2008191980;"Micro-ondes : Décoller l'opercule de la barquette sur 2 centimètres. Réchauffer 5 min à 850W. 
Casserole : Verser la préparation dans une casserole, couvrir et chauffer à feu doux pendant 5 à 10 min en remuant régulièrement.";115;484;1.5;0.2;22.0;9.9;1.9;0.45
"PDT GESIERS CANARD FEFST 2X600G";3366760021882;13366760021889;23366760021886;8405;2;"Ingrédients : Pomme de terre 65%, eau, émincé de gésier de canard confit 5% (gésier de canard maigre, conservateur : sel nitrité, arômes, sel, antioxydant : ascorbate de sodium), girolle 5%, lardon cuit fumé (poitrine de porc, sel, dextrose, conservateurs : érythorbate de sodium et nitrite de sodium), oignon préfrit (oignon, huile d’olive, sel, acidifiant : acide citrique), préparation aromatique (arôme naturel, colorants : caramel ordinaire, curcumine, extrait de paprika), huile de tournesol, amidon transformé, persil, sel.";;"Gésiers : UE.
Girolles : Europe.";17;1602398590;"Micro-ondes : Décoller l'opercule de la barquette sur 2 centimètres. Réchauffer 5 min à 850W. 
Casserole : Verser la préparation dans une casserole, couvrir et chauffer à feu doux pendant 5 à 10 min en remuant régulièrement.";88;373;2.0;0.6;13.0;1.1;4.2;0.77
"GRATIN DAUPHINOIS TRFST 2X600G";3366760021875;13366760021872;23366760021879;8414;2;"Ingrédients : Pomme de terre 56%, eau, CRÈME fraîche 11%, LAIT entier en poudre, EMMENTAL, amidon transformé, farine de BLÉ, sel, ail en poudre, épaississant : gomme xanthane, muscade, poivre, paprika, colorant : caramel ordinaire, curcuma.";"Lait, blé";"Pommes de terre : UE
Crème Fraîche : UE";17;2005202000;"Micro-ondes : Décoller l'opercule de la barquette sur 2 centimètres. Réchauffer 5 mn à 850W. 
La barquette n'est pas adaptée pour un réchauffage au four traditionnel..";112;467;5.4;4.4;12.0;1.8;3.4;0.60
"ALOO BONDA BOEUF COCO DESTK 8X180G";3366760022735;13366760022732;23366760022739;8429;8;;"Lait, poisson, blé, sulfite, oeuf";"Viande de boeuf : France
Sauce poisson : Thaïlande
Oeuf : UE15";10;;"AU FOUR TRADITIONNEL, préchauffer votre four à 200°C pdt 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendnt 12 à 15 min. Les déguster croustillants.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"ALOO BONDA BOEUF COCO DESTK 8X180G";3366760022735;13366760022732;23366760022739;8429;8;"Viande de bœuf 40,19%, lait de coco 17,66%, lait 1/2 écrémé, huile de tournesol, noix de coco râpée 6,07%, sauce poisson (jus de poisson, sel , sucre), chapelure (farine de blé, sel, acidifiant : E530), coriandre, fécule de manioc, protéine et amidon de blé (sulfites), œuf, pulpe d\'ail, cumin, sel, poivre blanc.


";"Lait, poisson, blé, sulfite, oeuf";"Viande de boeuf : France
Sauce poisson : Thaïlande
Oeuf : UE15";10;;"AU FOUR TRADITIONNEL, préchauffer votre four à 200°C pdt 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendnt 12 à 15 min. Les déguster croustillants.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"TIMBL MARRONS GIROLLES TRFST 6X100G";3366760021936;13366760021933;23366760021930;8442;6;"Ingrédients : Marron 57%, oignon préfrit (oignon, huile de tournesol), girolle 8%, huile de tournesol, arôme naturel (contient CÉLERI),  sel, amidon transformé, préparation aromatique (os, viande et graisse de poulet, eau, sel, maltodextrine, extrait de levure, amidon de riz, arôme naturel), persil, colorant : caramel ordinaire, poivre.";Céleri.;"Marrons : UE.
Girolles : Europe.";11;2008999990;"Bain-marie : Plonger la coupelle dans une casserole d'eau frémissante et réchauffer pendant 15 minutes. 
Micro-ondes : percer l'opercule de la coupelle et réchauffer 1min10 à 850W.";209;875;8.6;1.2;28.0;5.4;2.7;1.00
